,semestre,district_id,banda_larga,nro_medicoes,medicoes_ipv6,medicoes_ipv4,mediana_download,mediana_upload,mediana_latencia,mediana_perdapacotes,mediana_jitterdown,mediana_jitterup
142,2020_2,47,fixa,11204,0,10923,29.76147079467773,17.897279739379883,21.265999794006348,0.0,1.5835000276565552,2.0544999837875366
143,2020_2,48,fixa,15139,9,14552,66.7570629119873,19.90834331512451,16.962499618530273,0.0,0.7669999897480011,1.2999999523162842
144,2020_2,49,fixa,11873,5,11634,51.58054733276367,18.76841640472412,16.538999557495117,0.0,1.0289999917149544,1.4079999923706057
145,2020_2,50,fixa,5194,1,4966,45.08254814147949,15.562888145446776,21.996999740600582,0.0,1.0115000158548355,1.9529999494552608
146,2020_2,51,fixa,10805,1783,8664,74.5789794921875,18.846406936645508,18.15725016593933,0.0,0.8490000069141388,1.9442500472068789
147,2020_2,52,fixa,1414,0,1403,49.083946228027344,54.39846420288086,6.944499969482422,0.0,0.6100000143051147,0.6019999980926514
148,2020_2,53,fixa,12151,1,11751,51.10450172424317,19.81600379943848,16.889500617980957,0.0,0.9745000004768372,1.524500012397766
149,2020_2,54,fixa,5305,3,5049,57.211761474609375,21.09464263916016,12.003499984741213,0.0,0.6917500048875809,1.3020000457763672
150,2020_2,55,fixa,9198,0,8904,32.55068922042847,26.848316192626957,9.99899959564209,0.0,1.6640000343322754,1.468999981880188
151,2020_2,56,fixa,4922,1,4765,54.08050537109375,18.606321334838867,20.283249378204346,0.0,0.984000027179718,1.4539999961853027
152,2020_2,57,fixa,3593,1,3382,36.24654197692871,17.054824829101562,21.98550033569336,0.0,1.1430000066757202,1.7549999952316284
153,2020_2,58,fixa,16005,2,15770,34.781490325927734,26.25081443786621,9.821250200271606,0.0,1.2239999771118164,1.2039999961853027
154,2020_2,59,fixa,13043,478,11974,41.34728908538818,18.69636058807373,19.98899936676025,0.0,1.368000030517578,1.7690000534057615
155,2020_2,60,fixa,7262,516,6226,53.2097692489624,19.39486694335937,16.904000282287598,0.0,1.1360000371932983,1.5759999752044678
156,2020_2,61,fixa,14454,8,14243,56.77389335632324,32.40201377868652,11.0,0.0,0.7719999849796295,1.2599999904632568
157,2020_2,62,fixa,9197,4,8461,57.22793245315552,25.372117042541504,15.055000066757202,0.0,0.8975000083446503,1.472000002861023
158,2020_2,63,fixa,6181,1,5476,41.46189785003662,18.263486862182617,19.70199942588806,0.0,1.4480000138282776,1.9535000324249268
159,2020_2,64,fixa,7264,0,6982,41.28250312805176,18.45729637145996,21.191999912261963,0.0,1.3199999928474426,1.8760000467300413
160,2020_2,65,fixa,8544,6,8129,33.6307487487793,13.55632185935974,22.021000385284424,0.0,1.475499987602234,2.209999918937683
161,2020_2,66,fixa,16497,2,15848,58.6574764251709,43.63692855834961,7.999000072479248,0.0,0.7207500245422125,0.6639999747276306
162,2020_2,67,fixa,7250,931,5918,44.09491920471192,18.236079216003414,19.13999938964844,0.0,1.3179999589920044,2.024500012397766
163,2020_2,68,fixa,10912,11,10266,34.72916412353516,15.255249977111816,21.045000076293945,0.0,1.4900000095367432,2.072000026702881
164,2020_2,69,fixa,8345,831,7197,68.84387588500977,18.61837387084961,18.89299964904785,0.0,0.9279999732971193,1.4479999542236328
165,2020_2,70,fixa,16967,1,16393,51.225157737731934,18.86740493774414,17.931750297546387,0.0,0.9819999933242798,1.4164999723434448
166,2020_2,71,fixa,14505,2704,11176,53.52066802978516,19.348427772521973,19.145999908447266,0.0,0.8972500115633011,1.5879999995231628
167,2020_2,72,fixa,7676,3,6674,41.55928039550781,9.82313585281372,24.024999618530277,0.0,1.5024999678134918,2.1040000915527344
168,2020_2,73,fixa,12454,0,12064,34.72349834442139,18.65328788757324,16.58300018310547,0.0,1.2870000004768372,1.569000005722046
169,2020_2,74,fixa,9445,0,9289,32.50006818771362,19.98179626464844,16.63700008392334,0.0,1.1955000162124634,1.5205000042915344
170,2020_2,75,fixa,11000,0,10710,31.17817974090576,26.53940773010254,12.98900032043457,0.0,1.684000015258789,1.6619999408721924
171,2020_2,76,fixa,10140,1,9710,32.33502197265625,26.59262561798096,12.477750062942505,0.0,1.4674999713897705,1.3320000171661377
172,2020_2,77,fixa,11677,376,10428,49.068992614746094,19.48313808441162,17.145000457763672,0.0,1.1259999871253967,1.5399999618530271
173,2020_2,78,fixa,42708,125,40717,31.808595657348636,21.442108154296875,24.27400016784668,0.0,0.9139999747276306,1.4429999589920044
174,2020_2,79,fixa,2316,0,2123,45.54470443725586,18.053174018859863,18.989999771118164,0.0,0.8669999837875366,1.61899995803833
175,2020_2,80,fixa,17910,49,17454,52.3531494140625,21.40825462341309,16.392000198364258,0.0,1.0199999809265137,1.5540000200271606
176,2020_2,81,fixa,11506,0,11060,38.173458099365234,21.324596405029297,13.99899959564209,0.0,0.9605000168085098,1.684000015258789
177,2020_2,82,fixa,7962,2,7628,44.38924598693848,20.864282608032227,19.78250026702881,0.0,0.825999990105629,1.4640000462532043
178,2020_2,83,fixa,5605,700,4516,47.46537971496582,18.390459537506104,19.388249397277832,0.0,1.2200000286102295,1.9514999985694883
179,2020_2,84,fixa,12179,0,11934,39.267396450042725,18.586316108703613,20.07800006866455,0.0,1.351749986410141,1.8359999656677248
